user_id,order_id,loan_date,period,due_date,repay_time
uid_150,oid_154,2021-02-07,6,2021-08-07,2021-08-07 00:00:00
uid_150,oid_154,2021-02-07,12,2022-02-07,2022-02-07 00:00:00
uid_150,oid_154,2021-02-07,11,2022-01-07,2022-01-07 00:00:00
uid_150,oid_154,2021-02-07,2,2021-04-07,2021-04-07 00:00:00
uid_150,oid_154,2021-02-07,9,2021-11-07,2021-11-07 00:00:00
uid_150,oid_154,2021-02-07,5,2021-07-07,2021-07-07 00:00:00
uid_150,oid_154,2021-02-07,10,2021-12-07,2021-12-07 00:00:00
uid_150,oid_154,2021-02-07,8,2021-10-07,2021-10-07 00:00:00
uid_150,oid_154,2021-02-07,3,2021-05-07,2021-05-07 00:00:00
uid_151,oid_155,2021-02-07,3,2021-05-07,
uid_151,oid_155,2021-02-07,1,2021-03-07,2021-03-07 00:00:00
uid_151,oid_155,2021-02-07,5,2021-07-07,
uid_151,oid_155,2021-02-07,8,2021-10-07,
uid_151,oid_155,2021-02-07,4,2021-06-07,
uid_151,oid_155,2021-02-07,2,2021-04-07,
uid_151,oid_155,2021-02-07,11,2022-01-07,
uid_151,oid_155,2021-02-07,10,2021-12-07,
uid_151,oid_155,2021-02-07,7,2021-09-07,
uid_151,oid_155,2021-02-07,9,2021-11-07,
uid_151,oid_155,2021-02-07,6,2021-08-07,
uid_151,oid_155,2021-02-07,12,2022-02-07,
uid_152,oid_156,2021-02-07,3,2021-05-07,2021-05-07 00:00:00
uid_152,oid_156,2021-02-07,2,2021-04-07,2021-04-10 00:00:00
uid_152,oid_156,2021-02-07,10,2021-12-07,2021-12-13 00:00:00
uid_152,oid_156,2021-02-07,4,2021-06-07,2021-06-07 00:00:00
uid_152,oid_156,2021-02-07,1,2021-03-07,2021-03-07 00:00:00
uid_152,oid_156,2021-02-07,12,2022-02-07,2022-02-24 00:00:00
uid_152,oid_156,2021-02-07,6,2021-08-07,2021-08-07 00:00:00
uid_152,oid_156,2021-02-07,8,2021-10-07,2021-10-15 00:00:00
uid_152,oid_156,2021-02-07,7,2021-09-07,2021-09-17 00:00:00
uid_152,oid_156,2021-02-07,9,2021-11-07,2021-11-07 00:00:00
uid_152,oid_156,2021-02-07,5,2021-07-07,2021-07-08 00:00:00
uid_152,oid_156,2021-02-07,11,2022-01-07,2022-01-15 00:00:00
uid_153,oid_157,2021-02-07,2,2021-04-07,2021-04-04 00:00:00
uid_153,oid_157,2021-02-07,10,2021-12-07,
uid_153,oid_157,2021-02-07,4,2021-06-07,2021-06-06 00:00:00
uid_153,oid_157,2021-02-07,6,2021-08-07,2021-08-06 00:00:00
uid_153,oid_157,2021-02-07,3,2021-05-07,2021-05-04 00:00:00
uid_153,oid_157,2021-02-07,11,2022-01-07,
uid_153,oid_157,2021-02-07,5,2021-07-07,2021-07-03 00:00:00
uid_153,oid_157,2021-02-07,7,2021-09-07,2021-09-06 00:00:00
uid_153,oid_157,2021-02-07,9,2021-11-07,
uid_153,oid_157,2021-02-07,12,2022-02-07,
uid_153,oid_157,2021-02-07,8,2021-10-07,
uid_153,oid_157,2021-02-07,1,2021-03-07,2021-03-05 00:00:00
uid_154,oid_158,2021-02-07,1,2021-03-07,2021-03-07 00:00:00
uid_154,oid_158,2021-02-07,7,2021-09-07,
uid_154,oid_158,2021-02-07,10,2021-12-07,
uid_154,oid_158,2021-02-07,6,2021-08-07,
uid_154,oid_158,2021-02-07,12,2022-02-07,
uid_154,oid_158,2021-02-07,4,2021-06-07,2021-06-08 00:00:00
uid_154,oid_158,2021-02-07,3,2021-05-07,2021-05-06 00:00:00
uid_154,oid_158,2021-02-07,11,2022-01-07,
uid_154,oid_158,2021-02-07,9,2021-11-07,
uid_154,oid_158,2021-02-07,5,2021-07-07,
uid_154,oid_158,2021-02-07,8,2021-10-07,
uid_154,oid_158,2021-02-07,2,2021-04-07,2021-04-07 00:00:00
uid_155,oid_159,2021-02-07,10,2021-12-07,2021-12-03 00:00:00
uid_155,oid_159,2021-02-07,6,2021-08-07,2021-08-07 00:00:00
uid_155,oid_159,2021-02-07,3,2021-05-07,2021-05-08 00:00:00
uid_155,oid_159,2021-02-07,9,2021-11-07,2021-11-07 00:00:00
uid_155,oid_159,2021-02-07,5,2021-07-07,2021-07-07 00:00:00
uid_155,oid_159,2021-02-07,12,2022-02-07,2021-12-03 00:00:00
uid_155,oid_159,2021-02-07,2,2021-04-07,2021-04-08 00:00:00
uid_155,oid_159,2021-02-07,1,2021-03-07,2021-03-08 00:00:00
uid_155,oid_159,2021-02-07,11,2022-01-07,2021-12-03 00:00:00
uid_155,oid_159,2021-02-07,8,2021-10-07,2021-10-07 00:00:00
uid_155,oid_159,2021-02-07,4,2021-06-07,2021-06-07 00:00:00
uid_155,oid_159,2021-02-07,7,2021-09-07,2021-09-07 00:00:00
uid_156,oid_160,2021-02-08,6,2021-08-08,2021-08-10 00:00:00
uid_156,oid_160,2021-02-08,11,2022-01-08,2022-01-09 00:00:00
uid_156,oid_160,2021-02-08,9,2021-11-08,2021-11-13 00:00:00
uid_156,oid_160,2021-02-08,10,2021-12-08,2021-12-09 00:00:00
uid_156,oid_160,2021-02-08,7,2021-09-08,2021-09-09 00:00:00
uid_156,oid_160,2021-02-08,1,2021-03-08,2021-03-05 00:00:00
uid_156,oid_160,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_156,oid_160,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_156,oid_160,2021-02-08,12,2022-02-08,2022-02-10 00:00:00
uid_156,oid_160,2021-02-08,2,2021-04-08,2021-04-05 00:00:00
uid_156,oid_160,2021-02-08,8,2021-10-08,2021-10-15 00:00:00
uid_156,oid_160,2021-02-08,3,2021-05-08,2021-05-07 00:00:00
uid_157,oid_161,2021-02-08,5,2021-07-08,2021-07-14 00:00:00
uid_157,oid_161,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_157,oid_161,2021-02-08,12,2022-02-08,
uid_157,oid_161,2021-02-08,2,2021-04-08,2021-04-07 00:00:00
uid_157,oid_161,2021-02-08,4,2021-06-08,2021-07-08 00:00:00
uid_157,oid_161,2021-02-08,7,2021-09-08,
uid_157,oid_161,2021-02-08,9,2021-11-08,
uid_157,oid_161,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_157,oid_161,2021-02-08,8,2021-10-08,
uid_157,oid_161,2021-02-08,10,2021-12-08,
uid_157,oid_161,2021-02-08,11,2022-01-08,
uid_157,oid_161,2021-02-08,6,2021-08-08,2021-08-09 00:00:00
uid_158,oid_162,2021-02-08,6,2021-08-08,2021-08-08 00:00:00
uid_158,oid_162,2021-02-08,8,2021-10-08,2021-10-12 00:00:00
uid_158,oid_162,2021-02-08,10,2021-12-08,2021-12-07 00:00:00
uid_158,oid_162,2021-02-08,9,2021-11-08,2021-11-08 00:00:00
uid_158,oid_162,2021-02-08,2,2021-04-08,2021-04-09 00:00:00
uid_158,oid_162,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_158,oid_162,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_158,oid_162,2021-02-08,5,2021-07-08,2021-07-10 00:00:00
uid_158,oid_162,2021-02-08,11,2022-01-08,2022-01-09 00:00:00
uid_158,oid_162,2021-02-08,12,2022-02-08,2022-02-10 00:00:00
uid_158,oid_162,2021-02-08,7,2021-09-08,2021-09-09 00:00:00
uid_158,oid_162,2021-02-08,1,2021-03-08,2021-03-10 00:00:00
uid_159,oid_163,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_159,oid_163,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_159,oid_163,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_159,oid_163,2021-02-08,10,2021-12-08,2021-12-08 00:00:00
uid_159,oid_163,2021-02-08,8,2021-10-08,2021-10-09 00:00:00
uid_159,oid_163,2021-02-08,6,2021-08-08,2021-08-08 00:00:00
uid_159,oid_163,2021-02-08,11,2022-01-08,2022-01-08 00:00:00
uid_159,oid_163,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_159,oid_163,2021-02-08,12,2022-02-08,2022-02-14 00:00:00
uid_159,oid_163,2021-02-08,7,2021-09-08,2021-09-08 00:00:00
uid_159,oid_163,2021-02-08,2,2021-04-08,2021-04-08 00:00:00
uid_159,oid_163,2021-02-08,9,2021-11-08,2021-11-08 00:00:00
uid_160,oid_164,2021-02-08,2,2021-04-08,2021-04-08 00:00:00
uid_160,oid_164,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_160,oid_164,2021-02-08,7,2021-09-08,2021-09-09 00:00:00
uid_160,oid_164,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_160,oid_164,2021-02-08,6,2021-08-08,2021-08-09 00:00:00
uid_160,oid_164,2021-02-08,8,2021-10-08,2021-10-08 00:00:00
uid_160,oid_164,2021-02-08,11,2022-01-08,2022-01-08 00:00:00
uid_160,oid_164,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_160,oid_164,2021-02-08,10,2021-12-08,2021-12-09 00:00:00
uid_160,oid_164,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_160,oid_164,2021-02-08,12,2022-02-08,2022-02-06 00:00:00
uid_160,oid_164,2021-02-08,9,2021-11-08,2021-11-08 00:00:00
uid_161,oid_165,2021-02-08,6,2021-08-08,2021-08-08 00:00:00
uid_161,oid_165,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_161,oid_165,2021-02-08,12,2022-02-08,2021-12-15 00:00:00
uid_161,oid_165,2021-02-08,4,2021-06-08,2021-06-10 00:00:00
uid_161,oid_165,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_161,oid_165,2021-02-08,9,2021-11-08,2021-12-15 00:00:00
uid_161,oid_165,2021-02-08,8,2021-10-08,2021-12-15 00:00:00
uid_161,oid_165,2021-02-08,1,2021-03-08,2021-03-07 00:00:00
uid_161,oid_165,2021-02-08,7,2021-09-08,2021-12-15 00:00:00
uid_161,oid_165,2021-02-08,10,2021-12-08,2021-12-15 00:00:00
uid_161,oid_165,2021-02-08,2,2021-04-08,2021-04-09 00:00:00
uid_161,oid_165,2021-02-08,11,2022-01-08,2021-12-15 00:00:00
uid_162,oid_166,2021-02-08,3,2021-05-08,2021-05-09 00:00:00
uid_162,oid_166,2021-02-08,10,2021-12-08,
uid_162,oid_166,2021-02-08,2,2021-04-08,2021-04-07 00:00:00
uid_162,oid_166,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_162,oid_166,2021-02-08,5,2021-07-08,2021-08-11 00:00:00
uid_162,oid_166,2021-02-08,9,2021-11-08,
uid_162,oid_166,2021-02-08,6,2021-08-08,2021-08-11 00:00:00
uid_162,oid_166,2021-02-08,11,2022-01-08,
uid_162,oid_166,2021-02-08,7,2021-09-08,
uid_162,oid_166,2021-02-08,12,2022-02-08,
uid_162,oid_166,2021-02-08,8,2021-10-08,
uid_162,oid_166,2021-02-08,4,2021-06-08,2021-06-27 00:00:00
uid_163,oid_167,2021-02-08,10,2021-12-08,2021-12-08 00:00:00
uid_163,oid_167,2021-02-08,6,2021-08-08,2021-08-08 00:00:00
uid_163,oid_167,2021-02-08,12,2022-02-08,2022-02-05 00:00:00
uid_163,oid_167,2021-02-08,11,2022-01-08,2022-01-08 00:00:00
uid_163,oid_167,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_163,oid_167,2021-02-08,8,2021-10-08,2021-10-08 00:00:00
uid_163,oid_167,2021-02-08,9,2021-11-08,2021-11-08 00:00:00
uid_163,oid_167,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_163,oid_167,2021-02-08,2,2021-04-08,2021-04-08 00:00:00
uid_163,oid_167,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_163,oid_167,2021-02-08,7,2021-09-08,2021-09-08 00:00:00
uid_163,oid_167,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_164,oid_168,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_164,oid_168,2021-02-08,8,2021-10-08,2021-10-07 00:00:00
uid_164,oid_168,2021-02-08,9,2021-11-08,2021-11-08 00:00:00
uid_164,oid_168,2021-02-08,11,2022-01-08,2022-01-07 00:00:00
uid_164,oid_168,2021-02-08,12,2022-02-08,2022-02-08 00:00:00
uid_164,oid_168,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_164,oid_168,2021-02-08,3,2021-05-08,2021-05-06 00:00:00
uid_164,oid_168,2021-02-08,10,2021-12-08,2021-12-08 00:00:00
uid_164,oid_168,2021-02-08,6,2021-08-08,2021-08-03 00:00:00
uid_164,oid_168,2021-02-08,2,2021-04-08,2021-04-07 00:00:00
uid_164,oid_168,2021-02-08,5,2021-07-08,2021-07-02 00:00:00
uid_164,oid_168,2021-02-08,7,2021-09-08,2021-09-08 00:00:00
uid_165,oid_169,2021-02-08,4,2021-06-08,2021-06-05 00:00:00
uid_165,oid_169,2021-02-08,7,2021-09-08,2021-09-02 00:00:00
uid_165,oid_169,2021-02-08,11,2022-01-08,2021-09-02 00:00:00
uid_165,oid_169,2021-02-08,1,2021-03-08,2021-03-09 00:00:00
uid_165,oid_169,2021-02-08,5,2021-07-08,2021-07-11 00:00:00
uid_165,oid_169,2021-02-08,2,2021-04-08,2021-04-14 00:00:00
uid_165,oid_169,2021-02-08,12,2022-02-08,2021-09-02 00:00:00
uid_165,oid_169,2021-02-08,3,2021-05-08,2021-05-13 00:00:00
uid_165,oid_169,2021-02-08,10,2021-12-08,2021-09-02 00:00:00
uid_165,oid_169,2021-02-08,8,2021-10-08,2021-09-02 00:00:00
uid_165,oid_169,2021-02-08,6,2021-08-08,2021-08-08 00:00:00
uid_165,oid_169,2021-02-08,9,2021-11-08,2021-09-02 00:00:00
uid_166,oid_170,2021-02-08,8,2021-10-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,4,2021-06-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,5,2021-07-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,1,2021-03-08,2021-03-07 00:00:00
uid_166,oid_170,2021-02-08,11,2022-01-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,12,2022-02-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,6,2021-08-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,7,2021-09-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,9,2021-11-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,3,2021-05-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,10,2021-12-08,2021-04-04 00:00:00
uid_166,oid_170,2021-02-08,2,2021-04-08,2021-04-04 00:00:00
uid_167,oid_171,2021-02-08,4,2021-06-08,2021-06-03 00:00:00
uid_167,oid_171,2021-02-08,3,2021-05-08,2021-05-01 00:00:00
uid_167,oid_171,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_167,oid_171,2021-02-08,7,2021-09-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,10,2021-12-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,9,2021-11-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,11,2022-01-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,8,2021-10-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,12,2022-02-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,2,2021-04-08,2021-04-01 00:00:00
uid_167,oid_171,2021-02-08,6,2021-08-08,2021-08-01 00:00:00
uid_167,oid_171,2021-02-08,1,2021-03-08,2021-03-04 00:00:00
uid_168,oid_172,2021-02-08,5,2021-07-08,2021-07-08 00:00:00
uid_168,oid_172,2021-02-08,10,2021-12-08,2021-12-08 00:00:00
uid_168,oid_172,2021-02-08,1,2021-03-08,2021-03-08 00:00:00
uid_168,oid_172,2021-02-08,4,2021-06-08,2021-06-08 00:00:00
uid_168,oid_172,2021-02-08,12,2022-02-08,2022-02-08 00:00:00
uid_168,oid_172,2021-02-08,8,2021-10-08,2021-10-08 00:00:00
uid_168,oid_172,2021-02-08,6,2021-08-08,2021-08-08 00:00:00
uid_168,oid_172,2021-02-08,2,2021-04-08,2021-04-08 00:00:00
uid_168,oid_172,2021-02-08,7,2021-09-08,2021-09-08 00:00:00
uid_168,oid_172,2021-02-08,9,2021-11-08,2021-11-08 00:00:00
uid_168,oid_172,2021-02-08,11,2022-01-08,2022-01-08 00:00:00
uid_168,oid_172,2021-02-08,3,2021-05-08,2021-05-08 00:00:00
uid_169,oid_173,2021-02-09,6,2021-08-09,2021-08-02 00:00:00
uid_169,oid_173,2021-02-09,8,2021-10-09,2021-10-07 00:00:00
uid_169,oid_173,2021-02-09,5,2021-07-09,2021-07-06 00:00:00
uid_169,oid_173,2021-02-09,9,2021-11-09,2021-11-06 00:00:00
uid_169,oid_173,2021-02-09,1,2021-03-09,2021-03-03 00:00:00
uid_169,oid_173,2021-02-09,10,2021-12-09,2021-12-07 00:00:00
uid_169,oid_173,2021-02-09,3,2021-05-09,2021-05-05 00:00:00
uid_169,oid_173,2021-02-09,4,2021-06-09,2021-06-07 00:00:00
uid_169,oid_173,2021-02-09,7,2021-09-09,2021-09-06 00:00:00
uid_169,oid_173,2021-02-09,11,2022-01-09,2022-01-08 00:00:00
uid_169,oid_173,2021-02-09,12,2022-02-09,2022-02-09 00:00:00
uid_169,oid_173,2021-02-09,2,2021-04-09,2021-04-02 00:00:00
uid_170,oid_174,2021-02-09,8,2021-10-09,
uid_170,oid_174,2021-02-09,1,2021-03-09,2021-03-09 00:00:00
uid_170,oid_174,2021-02-09,11,2022-01-09,
uid_170,oid_174,2021-02-09,10,2021-12-09,
uid_170,oid_174,2021-02-09,7,2021-09-09,
uid_170,oid_174,2021-02-09,9,2021-11-09,
uid_170,oid_174,2021-02-09,6,2021-08-09,2021-08-18 00:00:00
uid_170,oid_174,2021-02-09,2,2021-04-09,2021-04-09 00:00:00
uid_170,oid_174,2021-02-09,3,2021-05-09,2021-05-09 00:00:00
uid_170,oid_174,2021-02-09,5,2021-07-09,2021-07-22 00:00:00
uid_170,oid_174,2021-02-09,12,2022-02-09,
uid_170,oid_174,2021-02-09,4,2021-06-09,2021-06-15 00:00:00
uid_171,oid_175,2021-02-09,2,2021-04-09,2021-04-10 00:00:00
uid_171,oid_175,2021-02-09,7,2021-09-09,2021-09-09 00:00:00
uid_171,oid_175,2021-02-09,6,2021-08-09,2021-08-07 00:00:00
uid_171,oid_175,2021-02-09,8,2021-10-09,2021-10-01 00:00:00
uid_171,oid_175,2021-02-09,11,2022-01-09,2021-10-01 00:00:00
uid_171,oid_175,2021-02-09,5,2021-07-09,2021-07-09 00:00:00
uid_171,oid_175,2021-02-09,10,2021-12-09,2021-10-01 00:00:00
uid_171,oid_175,2021-02-09,3,2021-05-09,2021-05-09 00:00:00
uid_171,oid_175,2021-02-09,12,2022-02-09,2021-10-01 00:00:00
uid_171,oid_175,2021-02-09,4,2021-06-09,2021-06-09 00:00:00
uid_171,oid_175,2021-02-09,1,2021-03-09,2021-03-07 00:00:00
uid_171,oid_175,2021-02-09,9,2021-11-09,2021-10-01 00:00:00
uid_172,oid_176,2021-02-09,2,2021-04-09,
uid_172,oid_176,2021-02-09,12,2022-02-09,
uid_172,oid_176,2021-02-09,10,2021-12-09,
uid_172,oid_176,2021-02-09,9,2021-11-09,
uid_172,oid_176,2021-02-09,1,2021-03-09,2021-03-20 00:00:00
uid_172,oid_176,2021-02-09,6,2021-08-09,
uid_172,oid_176,2021-02-09,11,2022-01-09,
uid_172,oid_176,2021-02-09,7,2021-09-09,
uid_172,oid_176,2021-02-09,4,2021-06-09,
uid_172,oid_176,2021-02-09,5,2021-07-09,
uid_172,oid_176,2021-02-09,8,2021-10-09,
uid_172,oid_176,2021-02-09,3,2021-05-09,
uid_173,oid_177,2021-02-09,6,2021-08-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,3,2021-05-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,1,2021-03-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,10,2021-12-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,4,2021-06-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,11,2022-01-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,2,2021-04-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,8,2021-10-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,5,2021-07-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,9,2021-11-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,7,2021-09-09,2021-03-08 00:00:00
uid_173,oid_177,2021-02-09,12,2022-02-09,2021-03-08 00:00:00
uid_174,oid_178,2021-02-09,11,2022-01-09,2022-01-09 00:00:00
uid_174,oid_178,2021-02-09,1,2021-03-09,2021-03-08 00:00:00
uid_174,oid_178,2021-02-09,12,2022-02-09,2022-02-09 00:00:00
uid_174,oid_178,2021-02-09,5,2021-07-09,2021-07-08 00:00:00
uid_174,oid_178,2021-02-09,4,2021-06-09,2021-06-09 00:00:00
uid_174,oid_178,2021-02-09,9,2021-11-09,2021-11-09 00:00:00
uid_174,oid_178,2021-02-09,10,2021-12-09,2021-12-10 00:00:00
uid_174,oid_178,2021-02-09,7,2021-09-09,2021-09-08 00:00:00
uid_174,oid_178,2021-02-09,3,2021-05-09,2021-05-08 00:00:00
uid_174,oid_178,2021-02-09,8,2021-10-09,2021-10-08 00:00:00
uid_174,oid_178,2021-02-09,6,2021-08-09,2021-08-08 00:00:00
uid_174,oid_178,2021-02-09,2,2021-04-09,2021-04-07 00:00:00
uid_175,oid_179,2021-02-09,2,2021-04-09,2021-04-09 00:00:00
uid_175,oid_179,2021-02-09,12,2022-02-09,2022-01-08 00:00:00
uid_175,oid_179,2021-02-09,7,2021-09-09,2021-09-09 00:00:00
uid_175,oid_179,2021-02-09,1,2021-03-09,2021-03-09 00:00:00
uid_175,oid_179,2021-02-09,6,2021-08-09,2021-08-09 00:00:00
uid_175,oid_179,2021-02-09,10,2021-12-09,2021-12-09 00:00:00
uid_175,oid_179,2021-02-09,8,2021-10-09,2021-10-09 00:00:00
uid_175,oid_179,2021-02-09,4,2021-06-09,2021-06-09 00:00:00
uid_175,oid_179,2021-02-09,5,2021-07-09,2021-07-09 00:00:00
uid_175,oid_179,2021-02-09,11,2022-01-09,2022-01-08 00:00:00
uid_175,oid_179,2021-02-09,3,2021-05-09,2021-05-09 00:00:00
uid_175,oid_179,2021-02-09,9,2021-11-09,2021-11-09 00:00:00
uid_176,oid_180,2021-02-09,2,2021-04-09,2021-04-09 00:00:00
uid_176,oid_180,2021-02-09,1,2021-03-09,2021-03-09 00:00:00
uid_176,oid_180,2021-02-09,8,2021-10-09,2021-10-09 00:00:00
uid_176,oid_180,2021-02-09,6,2021-08-09,2021-08-09 00:00:00
uid_176,oid_180,2021-02-09,9,2021-11-09,2021-11-09 00:00:00
uid_176,oid_180,2021-02-09,4,2021-06-09,2021-06-10 00:00:00
uid_176,oid_180,2021-02-09,11,2022-01-09,2022-01-10 00:00:00
uid_176,oid_180,2021-02-09,10,2021-12-09,2021-12-10 00:00:00
uid_176,oid_180,2021-02-09,12,2022-02-09,2022-02-09 00:00:00
uid_176,oid_180,2021-02-09,5,2021-07-09,2021-07-09 00:00:00
uid_176,oid_180,2021-02-09,3,2021-05-09,2021-05-09 00:00:00
uid_176,oid_180,2021-02-09,7,2021-09-09,2021-09-09 00:00:00
uid_177,oid_181,2021-02-10,3,2021-05-10,2021-05-05 00:00:00
uid_177,oid_181,2021-02-10,8,2021-10-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,5,2021-07-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,4,2021-06-10,2021-06-05 00:00:00
uid_177,oid_181,2021-02-10,1,2021-03-10,2021-02-19 00:00:00
uid_177,oid_181,2021-02-10,10,2021-12-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,7,2021-09-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,11,2022-01-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,9,2021-11-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,12,2022-02-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,6,2021-08-10,2021-06-26 00:00:00
uid_177,oid_181,2021-02-10,2,2021-04-10,2021-04-09 00:00:00
uid_178,oid_182,2021-02-10,10,2021-12-10,2021-12-10 00:00:00
uid_178,oid_182,2021-02-10,11,2022-01-10,2022-01-10 00:00:00
uid_178,oid_182,2021-02-10,5,2021-07-10,2021-07-10 00:00:00
uid_178,oid_182,2021-02-10,7,2021-09-10,2021-09-10 00:00:00
uid_178,oid_182,2021-02-10,1,2021-03-10,2021-03-10 00:00:00
uid_178,oid_182,2021-02-10,8,2021-10-10,2021-10-10 00:00:00
uid_178,oid_182,2021-02-10,4,2021-06-10,2021-06-10 00:00:00
uid_178,oid_182,2021-02-10,2,2021-04-10,2021-04-09 00:00:00
uid_178,oid_182,2021-02-10,12,2022-02-10,2022-02-10 00:00:00
uid_178,oid_182,2021-02-10,6,2021-08-10,2021-08-10 00:00:00
uid_178,oid_182,2021-02-10,9,2021-11-10,2021-11-10 00:00:00
uid_178,oid_182,2021-02-10,3,2021-05-10,2021-05-10 00:00:00
uid_179,oid_183,2021-02-10,2,2021-04-10,2021-04-10 00:00:00
uid_179,oid_183,2021-02-10,10,2021-12-10,2021-12-11 00:00:00
uid_179,oid_183,2021-02-10,6,2021-08-10,2021-08-10 00:00:00
uid_179,oid_183,2021-02-10,1,2021-03-10,2021-03-10 00:00:00
uid_179,oid_183,2021-02-10,12,2022-02-10,2022-02-10 00:00:00
uid_179,oid_183,2021-02-10,9,2021-11-10,2021-11-10 00:00:00
uid_179,oid_183,2021-02-10,4,2021-06-10,2021-06-10 00:00:00
uid_179,oid_183,2021-02-10,7,2021-09-10,2021-09-09 00:00:00
uid_179,oid_183,2021-02-10,8,2021-10-10,2021-10-10 00:00:00
uid_179,oid_183,2021-02-10,5,2021-07-10,2021-07-10 00:00:00
uid_179,oid_183,2021-02-10,3,2021-05-10,2021-05-10 00:00:00
uid_179,oid_183,2021-02-10,11,2022-01-10,2022-01-10 00:00:00
uid_180,oid_184,2021-02-10,4,2021-06-10,2021-06-10 00:00:00
uid_180,oid_184,2021-02-10,11,2022-01-10,2022-01-11 00:00:00
uid_180,oid_184,2021-02-10,7,2021-09-10,2021-09-10 00:00:00
uid_180,oid_184,2021-02-10,10,2021-12-10,2021-12-10 00:00:00
uid_180,oid_184,2021-02-10,9,2021-11-10,2021-11-09 00:00:00
uid_180,oid_184,2021-02-10,1,2021-03-10,2021-03-07 00:00:00
uid_180,oid_184,2021-02-10,8,2021-10-10,2021-10-10 00:00:00
uid_180,oid_184,2021-02-10,3,2021-05-10,2021-05-10 00:00:00
uid_180,oid_184,2021-02-10,2,2021-04-10,2021-04-10 00:00:00
uid_180,oid_184,2021-02-10,6,2021-08-10,2021-08-10 00:00:00
uid_180,oid_184,2021-02-10,12,2022-02-10,2022-02-11 00:00:00
uid_180,oid_184,2021-02-10,5,2021-07-10,2021-07-10 00:00:00
uid_181,oid_185,2021-02-10,11,2022-01-10,2022-01-10 00:00:00
uid_181,oid_185,2021-02-10,6,2021-08-10,2021-08-10 00:00:00
uid_181,oid_185,2021-02-10,7,2021-09-10,2021-09-10 00:00:00
uid_181,oid_185,2021-02-10,5,2021-07-10,2021-07-10 00:00:00
uid_181,oid_185,2021-02-10,3,2021-05-10,2021-05-10 00:00:00
