order_id,loan_date,period,due_date,repay_date,loan_amount
id_2781,2021-02-07,9,2021-11-07,2021-11-06,253.86
id_370,2021-02-08,1,2021-03-08,2021-03-01,217.37
id_39,2021-02-10,7,2021-09-10,2021-07-26,417.87
id_3757,2021-02-11,2,2021-04-11,2021-04-11,202.52
id_1399,2021-02-11,7,2021-09-11,2021-08-23,91.98
id_2898,2021-02-12,12,2022-02-12,2022-01-31,172.49
id_4101,2021-02-13,11,2022-01-13,2021-08-04,856.83
id_3965,2021-02-14,6,2021-08-14,,373.75
id_2489,2021-02-15,3,2021-05-15,2021-05-13,146.73
id_2901,2021-02-15,11,2022-01-15,2021-07-28,145.66
id_2181,2021-02-16,5,2021-07-16,2021-06-13,193.7
id_2639,2021-02-16,11,2022-01-16,2022-01-18,117.98
id_3710,2021-02-17,8,2021-10-17,2021-10-17,342.54
id_2494,2021-02-19,12,2022-02-19,,258.68
id_3882,2021-02-19,6,2021-08-19,2021-08-19,107.97
id_2021,2021-02-21,4,2021-06-21,2021-06-22,205.06
id_3555,2021-02-23,10,2021-12-23,2021-12-23,212.87
id_2904,2021-02-23,2,2021-04-23,2021-04-22,105.31
id_681,2021-02-24,8,2021-10-24,2021-10-24,168.19
id_3805,2021-02-23,7,2021-09-23,2021-09-21,208.93
id_1410,2021-02-24,7,2021-09-24,,250.72
id_2024,2021-02-25,1,2021-03-25,2021-03-25,201.26
id_1623,2021-02-26,9,2021-11-26,2021-11-19,84.62
id_3938,2021-02-27,12,2022-02-27,2022-02-27,387.96
id_687,2021-02-27,1,2021-03-27,2021-03-30,161.01
id_3807,2021-02-27,5,2021-07-27,2021-05-13,217.92
id_2187,2021-02-27,10,2021-12-27,2021-12-27,178.18
id_3000,2021-02-28,6,2021-08-28,2021-03-30,81.92
id_688,2021-02-28,4,2021-06-28,2021-06-28,440.29
id_3712,2021-03-02,7,2021-10-02,2021-11-13,367.72
id_2794,2021-03-03,2,2021-05-03,2021-05-02,1368.67
id_691,2021-03-03,12,2022-03-03,2022-03-03,94.87
id_2650,2021-03-04,7,2021-10-04,2021-10-08,419.61
id_2355,2021-03-04,6,2021-09-04,2021-03-21,340.53
id_2031,2021-03-04,9,2021-12-04,2021-12-04,110.0
id_1194,2021-03-05,3,2021-06-05,2021-06-09,203.79
id_2654,2021-03-07,7,2021-10-07,2021-10-07,100.29
id_1833,2021-03-07,11,2022-02-07,,257.05
id_3432,2021-03-08,6,2021-09-08,,107.97
id_4102,2021-03-09,4,2021-07-09,2021-07-09,319.9
id_413,2021-03-10,4,2021-07-10,2021-07-10,221.48
id_702,2021-03-11,12,2022-03-11,,306.52
id_1204,2021-03-11,4,2021-07-11,2021-07-11,139.45
id_1206,2021-03-12,8,2021-11-12,2021-11-12,85.3
id_3007,2021-03-13,10,2022-01-13,2022-01-12,266.61
id_1210,2021-03-13,8,2021-11-13,2021-08-19,840.96
id_3006,2021-03-13,7,2021-10-13,2021-10-09,151.06
id_3436,2021-03-15,7,2021-10-15,2021-10-15,83.58
id_1213,2021-03-15,9,2021-12-15,2021-12-14,261.92
id_2658,2021-03-16,10,2022-01-16,2022-01-14,85.15
id_90,2021-03-16,5,2021-08-16,2021-08-17,297.14
id_420,2021-03-16,1,2021-04-16,2021-04-01,665.04
id_3765,2021-03-17,11,2022-02-17,2021-10-21,214.2
id_2914,2021-03-18,5,2021-08-18,2021-04-24,255.87
id_714,2021-03-18,9,2021-12-18,2021-12-18,523.84
id_1849,2021-03-18,4,2021-07-18,2021-07-15,574.18
id_3664,2021-03-18,6,2021-09-18,2021-09-07,257.47
id_717,2021-03-19,3,2021-06-19,2021-06-19,115.49
id_3504,2021-03-20,4,2021-07-20,2021-07-20,246.08
id_3204,2021-03-20,10,2022-01-20,2021-12-28,766.36
id_3205,2021-03-21,1,2021-04-21,2021-03-22,241.52
id_3272,2021-03-22,7,2021-10-22,2021-10-19,377.65
id_3970,2021-03-22,11,2022-02-22,,299.89
id_2211,2021-03-23,4,2021-07-23,2021-07-23,246.08
id_2807,2021-03-24,2,2021-05-24,2021-05-01,349.77
id_727,2021-03-24,4,2021-07-24,2021-07-23,82.03
id_2807,2021-03-24,6,2021-09-24,2021-09-01,376.62
id_2378,2021-03-26,1,2021-04-26,2021-04-20,322.03
id_3114,2021-03-26,12,2022-03-26,2022-03-26,296.99
id_449,2021-03-26,3,2021-06-26,2021-06-16,230.98
id_2378,2021-03-26,9,2021-12-26,,338.49
id_107,2021-03-27,3,2021-06-27,2021-06-27,76.99
id_117,2021-03-30,7,2021-10-28,2021-10-27,334.3
id_2060,2021-03-30,4,2021-07-28,2021-07-24,114.84
id_1232,2021-03-30,10,2022-01-30,2022-01-27,133.3
id_4103,2021-03-31,12,2022-03-31,2022-03-17,494.66
id_3772,2021-03-31,8,2021-11-28,2021-11-15,84.1
id_123,2021-03-31,9,2021-12-31,,487.62
id_2521,2021-03-31,11,2022-02-28,2022-02-28,308.47
id_3442,2021-04-01,10,2022-02-01,,399.94
id_1866,2021-04-01,12,2022-04-01,2022-04-01,256.87
id_128,2021-04-01,5,2021-09-01,2021-05-05,401.1
id_2524,2021-04-01,2,2021-06-01,2021-06-01,81.01
id_1235,2021-04-01,12,2022-04-01,2022-04-01,353.46
id_2066,2021-04-02,9,2022-01-02,2022-01-02,194.63
id_4000,2021-04-02,8,2021-12-02,2022-02-23,218.65
id_3362,2021-04-02,4,2021-08-02,2021-07-27,82.03
id_3668,2021-04-03,7,2021-11-03,2021-11-03,378.47
id_2673,2021-04-03,10,2022-02-03,2022-02-02,365.11
id_982,2021-04-05,11,2022-03-05,2022-03-05,214.2
id_3512,2021-04-05,9,2022-01-05,2022-01-08,101.55
id_4104,2021-04-06,5,2021-09-06,2021-09-06,330.16
id_2390,2021-04-06,7,2021-11-06,2021-11-06,125.36
id_3120,2021-04-07,9,2022-01-07,2022-01-06,322.18
id_3120,2021-04-07,4,2021-08-07,2021-07-20,290.8
id_1669,2021-04-07,3,2021-07-07,2021-07-06,89.67
id_3119,2021-04-07,5,2021-09-07,2021-09-07,371.43
id_1242,2021-04-08,12,2022-04-08,2021-05-25,192.81
id_2393,2021-04-08,5,2021-09-08,2021-09-05,82.54
id_470,2021-04-08,12,2022-04-08,2022-01-19,964.02
id_3944,2021-04-08,12,2022-04-08,,86.19
id_3855,2021-04-09,9,2022-01-09,2021-04-24,423.11
id_2532,2021-04-10,11,2022-03-10,2022-03-08,85.69
id_3671,2021-04-10,3,2021-07-10,2021-07-10,326.07
id_2079,2021-04-12,11,2022-03-12,,328.31
id_3218,2021-04-15,5,2021-09-15,2021-09-13,99.05
id_1256,2021-04-22,11,2022-03-22,2022-03-22,111.38
id_3518,2021-04-24,7,2021-11-24,2021-11-24,100.29
id_2407,2021-04-24,2,2021-06-24,2021-06-21,324.04
id_3923,2021-04-25,8,2021-12-25,,302.51
id_2238,2021-04-25,4,2021-08-25,2021-08-25,328.11
id_3375,2021-04-26,2,2021-06-26,2021-06-08,648.09
id_1014,2021-04-26,11,2022-03-26,2021-05-05,171.36
id_169,2021-04-26,1,2021-05-26,2021-05-25,80.51
id_3519,2021-04-26,10,2022-02-26,2022-02-26,383.18
id_2830,2021-04-28,3,2021-07-28,2021-07-28,163.03
id_1494,2021-04-30,9,2022-01-28,2022-01-23,84.63
id_1896,2021-04-30,11,2022-03-28,2022-03-28,128.53
id_1494,2021-04-30,12,2022-04-28,,85.74
id_2411,2021-04-30,4,2021-08-28,2021-08-13,82.03
id_3130,2021-05-01,11,2022-04-01,2022-04-01,171.36
id_2692,2021-05-01,5,2021-10-01,,82.54
id_3858,2021-05-02,8,2022-01-02,2022-01-01,319.57
id_2090,2021-05-02,10,2022-03-02,,85.15
id_2693,2021-05-02,7,2021-12-02,2021-06-24,167.14
id_3378,2021-05-03,5,2021-10-03,2021-10-02,379.68
id_1268,2021-05-04,1,2021-06-04,2021-06-05,966.09
id_3132,2021-05-04,8,2022-01-04,2022-01-06,420.48
id_779,2021-05-05,12,2022-05-05,,86.19
id_2697,2021-05-06,10,2022-03-06,,425.76
id_2934,2021-05-06,3,2021-08-06,2021-08-06,407.59
id_3895,2021-05-06,2,2021-07-06,2021-07-06,324.04
id_1022,2021-05-06,5,2021-10-06,2021-10-06,330.16
id_2833,2021-05-07,11,2022-04-07,,128.53
id_2837,2021-05-08,10,2022-03-08,2021-06-24,263.97
id_3038,2021-05-09,2,2021-07-09,2021-07-09,81.01
id_178,2021-05-09,3,2021-08-09,2021-08-11,220.1
id_1027,2021-05-10,3,2021-08-10,2021-08-10,123.19
id_2939,2021-05-10,12,2022-05-10,2022-01-07,86.19
id_1713,2021-05-11,9,2022-02-11,2022-02-18,186.17
id_3136,2021-05-11,9,2022-02-11,2022-01-30,609.45
id_1509,2021-05-12,8,2022-01-12,,255.9
id_3386,2021-05-12,1,2021-06-12,2021-05-13,201.26
id_1512,2021-05-14,10,2022-03-14,2022-03-14,425.76
id_2943,2021-05-14,4,2021-09-14,2021-09-14,451.15
id_187,2021-05-15,10,2022-03-15,2022-03-17,340.6
id_1039,2021-05-16,6,2021-11-16,2021-11-09,166.1
id_2842,2021-05-16,5,2021-10-16,2021-10-16,80.67
id_2946,2021-05-16,9,2022-02-16,2022-02-16,355.41
id_4105,2021-05-16,8,2022-01-16,2022-01-15,162.07
id_1286,2021-05-17,6,2021-11-17,2021-11-17,286.45
id_522,2021-05-17,5,2021-10-17,,412.7
id_1518,2021-05-18,8,2022-01-18,2022-02-16,853.01
id_523,2021-05-18,6,2021-11-18,2021-11-18,240.86
id_2425,2021-05-18,8,2022-01-18,2022-01-08,252.29
id_1725,2021-05-18,6,2021-11-18,2021-11-18,107.97
id_2707,2021-05-19,6,2021-11-19,2021-11-18,132.89
id_3863,2021-05-19,7,2021-12-19,2021-12-01,167.14
id_3863,2021-05-19,12,2022-05-19,2022-03-24,172.49
id_807,2021-05-21,3,2021-08-21,2021-08-21,81.52
id_534,2021-05-22,11,2022-04-22,,428.42
id_2568,2021-05-22,4,2021-09-22,2021-09-22,410.13
id_2571,2021-05-23,5,2021-10-23,2021-08-09,82.54
id_535,2021-05-23,4,2021-09-23,2021-09-23,689.02
id_3528,2021-05-23,6,2021-11-23,2021-11-23,415.28
id_2266,2021-05-24,9,2022-02-24,2021-08-28,338.49
id_1733,2021-05-24,7,2021-12-24,2021-12-18,83.58
id_2268,2021-05-25,7,2021-12-25,,377.64
id_1296,2021-05-26,2,2021-07-26,2021-07-12,178.23
id_3683,2021-05-26,3,2021-08-26,2021-08-20,81.52
id_3148,2021-05-27,6,2021-11-27,2021-10-28,83.06
id_547,2021-05-27,11,2022-04-27,,317.49
id_1053,2021-05-28,4,2021-09-28,2021-10-05,114.84
id_1299,2021-05-28,9,2022-02-28,2022-02-22,126.94
id_554,2021-05-29,3,2021-08-28,2021-08-28,228.25
id_822,2021-05-29,4,2021-09-29,2021-09-18,227.89
id_3532,2021-05-30,6,2021-11-30,2021-11-25,196.49
id_3534,2021-05-31,7,2021-12-31,2021-12-07,100.29
id_1062,2021-06-01,10,2022-04-01,2022-01-23,434.27
id_1747,2021-06-02,11,2022-05-02,,154.23
id_233,2021-06-02,2,2021-08-02,2021-08-01,196.12
id_559,2021-06-02,5,2021-11-02,2021-11-02,371.43
id_564,2021-06-04,8,2022-02-04,,302.75
id_4045,2021-06-05,1,2021-07-05,2021-07-06,362.28
id_2443,2021-06-05,6,2021-12-05,2021-11-26,491.05
id_4085,2021-06-08,3,2021-09-08,2021-06-18,161.69
id_2281,2021-06-09,8,2022-02-09,2022-02-16,378.44
id_3402,2021-06-09,12,2022-06-09,,172.49
id_1755,2021-06-11,8,2022-02-11,2022-02-11,420.48
id_251,2021-06-12,8,2022-02-12,2022-02-13,134.55
id_4106,2021-06-12,6,2021-12-12,2021-12-11,415.28
id_4106,2021-06-12,10,2022-04-12,,425.76
id_2284,2021-06-13,8,2022-02-13,2022-02-14,864.3
id_1321,2021-06-13,11,2022-05-13,,85.69
id_1320,2021-06-13,8,2022-02-13,2022-02-13,126.15
id_1320,2021-06-13,10,2022-04-13,,127.73
id_2283,2021-06-13,7,2022-01-13,2022-01-13,83.58
id_3642,2021-06-13,1,2021-07-13,2021-06-17,177.12
id_1953,2021-06-18,5,2021-11-18,2021-11-18,453.97
id_259,2021-06-18,2,2021-08-18,2021-08-02,178.23
id_2293,2021-06-20,6,2021-12-20,2021-12-17,82.29
id_3313,2021-06-22,2,2021-08-22,2021-08-05,384.71
id_3870,2021-06-23,9,2022-03-23,2022-03-29,438.96
id_1768,2021-06-23,9,2022-03-23,2022-03-23,237.04
id_1957,2021-06-23,8,2022-02-23,2022-02-23,102.36
id_1771,2021-06-23,10,2022-04-23,,425.76
id_3981,2021-06-24,1,2021-07-24,2021-07-21,104.38
id_592,2021-06-26,10,2022-04-26,2021-08-13,383.18
id_1335,2021-06-26,2,2021-08-26,2021-08-26,162.02
id_1092,2021-06-26,4,2021-10-26,2021-10-26,79.1
id_855,2021-06-26,1,2021-07-26,2021-07-26,169.06
id_2454,2021-06-26,1,2021-07-26,2021-07-27,402.62
id_856,2021-06-27,10,2022-04-27,,133.32
id_857,2021-06-27,10,2022-04-27,,533.29
id_3960,2021-06-28,1,2021-07-28,2021-07-28,82.02
id_3538,2021-06-29,10,2022-04-29,,266.65
id_3478,2021-06-29,7,2022-01-29,,225.66
id_4107,2021-07-02,6,2022-01-02,2022-01-02,373.75
id_3601,2021-07-06,4,2021-11-06,2021-11-06,157.16
id_608,2021-07-06,3,2021-10-06,2021-10-06,77.55
id_2146,2021-07-07,8,2022-03-07,,420.48
id_1571,2021-07-08,8,2022-03-08,2022-03-10,840.96
id_1573,2021-07-08,2,2021-09-08,2021-09-08,233.8
id_873,2021-07-09,3,2021-10-09,2021-10-09,285.31
id_3249,2021-07-09,4,2021-11-09,2021-11-09,90.23
id_1574,2021-07-09,12,2022-07-09,2021-10-05,289.23
id_1789,2021-07-10,10,2022-05-10,,445.28
id_3935,2021-07-10,1,2021-08-10,2021-08-10,88.55
id_2874,2021-07-10,7,2022-02-10,,378.47
id_314,2021-07-11,12,2022-07-11,,267.28
id_4108,2021-07-13,2,2021-09-13,2021-09-13,405.06
id_621,2021-07-13,1,2021-08-13,2021-08-11,322.03
id_3698,2021-07-15,7,2022-02-15,2022-02-15,116.99
id_1577,2021-07-16,1,2021-08-16,2021-08-16,112.71
id_1578,2021-07-16,7,2022-02-16,2022-02-11,167.13
id_624,2021-07-16,1,2021-08-16,2021-08-15,120.76
id_1980,2021-07-16,3,2021-10-16,2021-10-14,326.07
id_2616,2021-07-17,12,2022-07-17,,189.63
id_2616,2021-07-17,3,2021-10-17,2021-10-17,179.34
id_4109,2021-07-18,9,2022-04-18,,391.83
id_4109,2021-07-18,10,2022-05-18,,400.75
id_4048,2021-07-19,7,2022-02-19,2022-02-17,142.08
id_3253,2021-07-22,4,2021-11-22,2021-11-19,387.48
id_2470,2021-07-25,6,2022-01-25,2022-01-28,83.06
id_339,2021-07-30,11,2022-06-28,,171.36
id_1985,2021-07-30,7,2022-02-28,2022-02-27,84.27
id_1,2021-01-02,2,2021-03-02,2021-02-26,104.92
id_629,2021-01-04,3,2021-04-04,2021-04-04,162.55
id_629,2021-01-04,5,2021-06-04,2021-06-03,164.86
id_1136,2021-01-05,7,2021-08-05,,83.6
id_888,2021-01-06,10,2021-11-06,2021-11-01,145.16
id_4110,2021-01-08,11,2021-12-08,,562.81
id_2621,2021-01-09,1,2021-02-09,2021-02-09,88.67
id_2882,2021-01-11,10,2021-11-11,2021-11-13,85.39
id_2623,2021-01-12,12,2022-01-12,2022-01-12,433.01
id_2988,2021-01-14,7,2021-08-14,2021-08-13,117.05
id_3174,2021-01-19,8,2021-09-19,2021-01-27,261.0
id_2476,2021-01-19,10,2021-11-19,2021-10-25,93.93
id_896,2021-01-20,6,2021-07-20,2021-07-20,157.73
id_2990,2021-01-21,2,2021-03-21,2021-03-17,621.42
id_3754,2021-01-23,11,2021-12-23,2021-12-23,181.72
id_1147,2021-01-25,9,2021-10-25,,211.55
id_1150,2021-01-25,6,2021-07-25,2021-07-25,166.1
id_4111,2021-01-27,1,2021-02-27,2021-02-27,241.52
id_2169,2021-01-27,2,2021-03-27,2021-03-27,81.01
id_1151,2021-01-27,8,2021-09-27,2021-04-19,176.6
id_3177,2021-01-28,6,2021-07-28,2021-07-28,107.01
id_4112,2021-01-29,11,2021-12-28,2021-12-29,342.73
id_1810,2021-01-29,6,2021-07-28,,149.5
id_653,2021-01-30,10,2021-11-28,2021-05-03,851.52
id_1388,2021-01-31,10,2021-11-28,2021-05-14,110.69
id_27,2021-01-31,8,2021-09-30,2021-10-04,102.76
id_2483,2021-02-01,2,2021-04-01,2021-03-31,194.43
id_3652,2021-02-03,3,2021-05-03,2021-05-03,179.34
id_3911,2021-02-04,8,2021-10-04,2021-10-04,85.64
id_363,2021-02-04,7,2021-09-04,2021-09-02,242.37
id_2338,2021-02-04,1,2021-03-04,2021-03-05,120.76
id_3338,2021-02-04,6,2021-08-04,2021-08-04,249.16
id_3549,2021-02-05,3,2021-05-05,2021-05-05,93.1
id_2896,2021-02-05,9,2021-11-05,2021-11-11,253.86
id_3880,2021-02-05,2,2021-04-05,2021-04-09,81.01
id_1611,2021-02-06,2,2021-04-06,2021-04-07,129.62
id_4113,2021-02-07,3,2021-05-07,2021-05-07,81.52
id_3426,2021-02-08,4,2021-06-08,2021-06-07,221.48
id_3881,2021-02-08,8,2021-10-08,2021-10-08,521.4
id_374,2021-02-11,7,2021-09-11,2021-09-06,183.94
id_2784,2021-02-12,2,2021-04-12,2021-04-12,243.03
id_3706,2021-02-12,4,2021-06-12,2021-06-12,164.05
id_2785,2021-02-13,6,2021-08-13,2021-08-13,81.92
id_2899,2021-02-13,6,2021-08-13,2021-08-13,332.22
id_2010,2021-02-13,5,2021-07-13,2021-07-12,82.54
id_4114,2021-02-14,1,2021-03-14,2021-03-13,136.86
id_3966,2021-02-15,4,2021-06-15,2021-06-05,106.63
id_3709,2021-02-15,4,2021-06-15,2021-06-07,82.03
id_1175,2021-02-16,7,2021-09-16,2021-09-15,208.93
id_3188,2021-02-17,8,2021-10-17,2021-07-15,168.19
id_4115,2021-02-18,7,2021-09-18,2021-09-18,83.58
id_2788,2021-02-18,10,2021-12-18,2021-12-18,739.45
id_674,2021-02-18,7,2021-09-18,,234.01
id_3656,2021-02-19,8,2021-10-19,2021-10-04,85.64
id_55,2021-02-20,4,2021-06-20,2021-07-13,336.31
id_1406,2021-02-21,7,2021-09-21,2021-09-20,501.66
id_388,2021-02-22,6,2021-08-22,2021-08-22,830.54
id_2497,2021-02-23,4,2021-06-23,2021-06-09,106.63
id_3616,2021-02-23,8,2021-10-23,,151.37
id_928,2021-02-24,10,2021-12-24,2021-07-23,510.9
id_3760,2021-02-26,3,2021-05-26,2021-05-26,326.07
id_1621,2021-02-26,10,2021-12-26,,222.73
id_3102,2021-02-28,5,2021-07-28,2021-07-29,173.33
id_400,2021-02-28,5,2021-07-28,2021-07-05,165.07
id_2503,2021-02-28,8,2021-10-28,,109.32
id_2027,2021-02-28,9,2021-11-28,,211.55
id_2503,2021-02-28,10,2021-12-28,,110.69
id_2906,2021-03-01,12,2022-03-01,2022-03-03,241.42
id_2354,2021-03-01,5,2021-08-01,,297.14
id_401,2021-03-02,7,2021-10-02,,150.43
id_933,2021-03-03,8,2021-11-03,,336.39
id_935,2021-03-04,10,2022-01-04,2022-01-04,373.25
id_2031,2021-03-04,2,2021-05-04,2021-05-04,105.31
id_2796,2021-03-04,10,2022-01-04,2022-01-04,275.49
id_3106,2021-03-05,3,2021-06-05,2021-05-18,230.98
id_693,2021-03-05,3,2021-06-05,2021-06-09,163.03
id_2195,2021-03-06,8,2021-11-06,2021-11-01,378.44
id_405,2021-03-06,9,2021-12-06,2021-12-06,101.55
id_1196,2021-03-07,3,2021-06-07,2021-06-07,138.59
id_82,2021-03-08,3,2021-06-08,2021-06-08,203.79
id_3661,2021-03-08,11,2022-02-08,2021-10-30,362.82
id_1835,2021-03-08,8,2021-11-08,2021-11-08,85.3
id_411,2021-03-09,6,2021-09-09,2021-09-09,180.12
id_947,2021-03-10,5,2021-08-10,2021-08-10,978.65
id_2508,2021-03-11,7,2021-10-11,2021-10-11,83.58
id_1841,2021-03-13,12,2022-03-13,2022-03-11,105.3
id_1433,2021-03-14,12,2022-03-14,2022-03-14,94.87
id_3809,2021-03-14,9,2021-12-14,2021-12-14,152.32
id_1213,2021-03-15,12,2022-03-15,2022-03-15,287.32
id_3763,2021-03-15,10,2022-01-15,,319.92
id_3111,2021-03-17,9,2021-12-17,2021-12-04,118.47
id_2202,2021-03-17,3,2021-06-17,2021-04-14,293.46
id_955,2021-03-18,12,2022-03-18,,344.86
id_1438,2021-03-18,3,2021-06-18,2021-06-18,76.99
id_4116,2021-03-20,9,2021-12-20,2021-12-26,101.55
id_4116,2021-03-20,3,2021-06-20,2021-06-22,97.82
id_3810,2021-03-21,8,2021-11-21,2021-11-22,252.29
id_2207,2021-03-21,1,2021-04-21,2021-04-20,80.51
id_3357,2021-03-22,11,2022-02-22,2022-02-22,145.13
id_3970,2021-03-22,12,2022-03-22,,301.76
id_442,2021-03-23,2,2021-05-23,2021-05-17,81.01
id_2664,2021-03-23,6,2021-09-23,2021-09-25,373.75
id_101,2021-03-24,6,2021-09-24,2021-09-23,199.33
id_1448,2021-03-24,4,2021-07-24,2021-07-24,154.99
id_4117,2021-03-24,2,2021-05-24,2021-05-24,283.54
id_2051,2021-03-24,8,2021-11-24,,102.36
id_3113,2021-03-24,4,2021-07-24,2021-07-24,498.32
id_1651,2021-03-25,12,2022-03-25,2022-03-24,129.29
id_731,2021-03-26,3,2021-06-26,2021-06-26,342.37
id_732,2021-03-26,10,2022-01-26,2022-01-24,298.03
id_112,2021-03-27,11,2022-02-27,2022-02-26,85.69
id_450,2021-03-27,1,2021-04-27,2021-04-27,369.47
id_3439,2021-03-27,12,2022-03-27,2022-03-26,431.06
id_1653,2021-03-27,11,2022-02-27,2022-02-26,128.53
id_3718,2021-03-28,4,2021-07-28,2021-07-27,254.28
id_969,2021-03-28,11,2022-02-28,2021-08-05,385.58
id_2056,2021-03-29,3,2021-06-28,2021-06-24,81.52
id_2380,2021-03-29,2,2021-05-28,2021-05-17,162.02
id_3889,2021-03-30,11,2022-02-28,2022-02-15,385.58
id_976,2021-04-01,9,2022-01-01,2021-10-26,84.62
id_128,2021-04-01,12,2022-04-01,2021-05-05,475.63
id_2222,2021-04-02,7,2021-11-02,2021-11-06,225.65
id_3361,2021-04-02,9,2022-01-02,2022-01-02,391.84
id_738,2021-04-02,4,2021-08-02,2021-08-02,123.04
id_1458,2021-04-02,3,2021-07-02,2021-07-02,279.21
id_3022,2021-04-04,11,2022-03-04,2022-03-04,119.96
id_3118,2021-04-04,5,2021-09-04,2021-08-05,206.34
id_2224,2021-04-04,11,2022-03-04,2022-03-04,359.87
id_3816,2021-04-04,12,2022-04-04,,86.19
id_3363,2021-04-05,5,2021-09-05,2021-09-02,280.77
id_3722,2021-04-05,11,2022-03-05,2022-03-04,119.96
id_4078,2021-04-05,11,2022-03-05,,128.53
id_1462,2021-04-05,8,2021-12-05,2021-12-02,218.65
id_2814,2021-04-05,3,2021-07-05,2021-07-05,77.56
id_3365,2021-04-06,9,2022-01-06,2022-01-08,87.08
id_983,2021-04-07,8,2021-12-07,,386.84
id_3119,2021-04-07,10,2022-02-07,2022-02-07,383.18
id_3210,2021-04-07,12,2022-04-07,,267.28
id_747,2021-04-07,9,2022-01-07,2021-04-09,84.62
id_987,2021-04-08,4,2021-08-08,2021-08-08,172.25
id_1242,2021-04-08,8,2021-12-08,2021-05-25,172.86
id_1466,2021-04-08,3,2021-07-08,2021-07-08,415.73
id_1876,2021-04-08,8,2021-12-08,2021-10-03,85.6
id_3122,2021-04-09,8,2021-12-09,2021-04-11,109.32
id_471,2021-04-09,3,2021-07-09,2021-07-09,97.82
id_3625,2021-04-10,1,2021-05-10,2021-05-08,152.96
id_989,2021-04-10,3,2021-07-10,2021-05-15,912.99
id_3625,2021-04-10,11,2022-03-10,2022-03-12,162.8
id_3671,2021-04-10,8,2021-12-10,2021-12-10,336.39
id_3777,2021-04-11,10,2022-02-11,2021-05-02,85.15
id_1473,2021-04-11,2,2021-06-11,2021-06-11,301.74
id_2076,2021-04-11,7,2021-11-11,2021-11-11,100.29
id_751,2021-04-11,2,2021-06-11,2021-05-14,81.01
id_2819,2021-04-12,1,2021-05-12,2021-05-12,322.03
id_3672,2021-04-12,7,2021-11-12,,936.08
id_148,2021-04-12,9,2022-01-12,2022-01-26,296.18
id_4118,2021-04-12,7,2021-11-12,,376.08
id_150,2021-04-13,8,2021-12-13,2021-12-12,126.15
id_1688,2021-04-15,9,2022-01-15,,169.24
id_2232,2021-04-18,11,2022-03-18,2022-03-22,94.25
id_761,2021-04-14,11,2022-03-14,2022-03-22,274.18
id_484,2021-04-17,6,2021-10-17,2021-10-18,249.16
id_761,2021-04-14,3,2021-07-14,2021-07-14,260.85
id_2538,2021-04-14,2,2021-06-14,2021-06-13,243.03
id_156,2021-04-19,11,2022-03-19,2022-03-19,257.05
id_2234,2021-04-14,8,2021-12-14,,201.83
id_769,2021-04-21,11,2022-03-21,2022-03-21,154.23
id_4119,2021-04-22,10,2022-02-22,2022-02-22,511.15
id_488,2021-04-23,9,2022-01-23,2022-01-05,380.8
id_490,2021-04-24,7,2021-11-24,2021-11-24,593.38
id_2542,2021-04-25,11,2022-03-25,2022-03-19,188.51
id_491,2021-04-25,1,2021-05-25,2021-05-25,322.03
id_1697,2021-04-25,8,2021-12-25,2021-12-25,388.94
id_3520,2021-04-26,11,2022-03-26,2021-08-04,85.69
id_4120,2021-04-27,12,2022-04-27,,387.96
id_2931,2021-04-27,2,2021-06-27,2021-06-27,405.06
id_1263,2021-04-30,7,2021-11-28,2021-11-19,83.58
id_2691,2021-04-30,3,2021-07-28,2021-07-27,81.52
id_1497,2021-05-01,10,2022-03-01,2022-03-01,102.18
id_1265,2021-05-01,11,2022-04-01,2021-11-21,85.69
id_3858,2021-05-02,4,2021-09-02,2021-09-01,311.7
id_2242,2021-05-03,7,2021-12-03,2021-12-03,334.3
id_780,2021-05-05,6,2021-11-05,,456.81
id_3134,2021-05-06,7,2021-12-06,2021-11-15,175.5
id_2093,2021-05-09,5,2021-10-09,2021-10-09,371.43
id_2699,2021-05-09,2,2021-07-09,2021-07-09,324.04
id_2838,2021-05-09,6,2021-11-09,2021-11-09,332.22
id_1276,2021-05-10,1,2021-06-10,2021-06-10,241.52
id_2938,2021-05-10,12,2022-05-10,,206.91
id_3222,2021-05-10,1,2021-06-10,2021-06-10,73.89
id_3456,2021-05-11,5,2021-10-11,2021-10-11,145.21
id_3925,2021-05-12,11,2022-04-12,,385.58
id_1032,2021-05-12,1,2021-06-12,2021-06-09,140.39
id_1033,2021-05-12,8,2022-01-12,2022-01-13,85.3
id_4062,2021-05-12,12,2022-05-12,,95.56
id_3388,2021-05-13,11,2022-04-13,2022-01-05,471.26
id_1034,2021-05-13,1,2021-06-13,2021-06-11,169.96
id_182,2021-05-13,10,2022-03-13,2021-07-28,272.48
id_3525,2021-05-14,8,2022-01-14,2021-05-15,170.6
id_1914,2021-05-14,12,2022-05-14,,103.45
id_1717,2021-05-14,11,2022-04-14,,453.55
id_186,2021-05-14,2,2021-07-14,2021-07-10,81.01
id_3459,2021-05-15,2,2021-07-15,2021-07-15,502.27
id_4022,2021-05-15,9,2022-02-15,2022-02-11,338.49
id_800,2021-05-17,8,2022-01-17,2022-01-05,435.03
id_2844,2021-05-17,9,2022-02-17,2022-02-24,169.24
id_3730,2021-05-17,11,2022-04-17,,428.42
id_2426,2021-05-18,6,2021-11-18,2021-11-18,415.28
